col_0,col_1,Country Name,col_3,HDI Score,Life expectancy,Expected yrs of schooling,Mean yrs of schooling,GNI per capita,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81
-1.071,0.183,Guinea,0.327,0.414,59.2,8.8,2.6,1058.0,1.771,0.197,2.252,0.541,0.302,0.07,0.468,0.673,-0.387,0.367,0.885,-0.731,0.572,0.217,-0.048,1.218,-0.162,1.679,-0.967,1.295,1.665,-0.687,0.019,-0.467,1.768,-2.833,1.444,0.502,0.394,1.303,2.365,-0.837,1.353,0.813,0.142,-0.755,-0.638,-0.073,1.528,0.25,0.527,-1.188,-0.357,0.995,0.75,0.783,-0.497,0.657,-2.722,1.037,1.272,-1.431,0.337,-0.966,-0.47,0.227,-2.8,-0.331,0.44,-0.161,0.422,-0.902,0.223,0.239,-0.169,0.062,-1.484,0.023,-0.773,0.923,1.14,0.998,-0.627
0.482,2.19,Burundi,-0.219,0.404,57.1,10.6,3.0,691.0,-0.627,0.709,0.982,0.759,0.766,1.162,1.086,0.592,0.696,-0.314,-0.592,0.758,0.451,-1.026,-0.183,1.057,0.143,-1.912,-0.068,0.544,-0.856,-1.351,-0.139,-1.483,0.32,1.359,-1.228,-0.891,0.829,0.138,-1.439,-2.107,1.347,-0.844,0.381,-0.102,-0.058,1.889,0.757,-2.441,0.446,0.579,0.953,0.576,0.609,-0.569,0.923,-0.722,0.166,-0.275,-1.56,-1.923,-0.543,0.237,-0.301,1.298,-0.304,0.08,1.676,-1.188,1.526,-0.333,0.01,2.167,1.294,0.34,1.678,1.027,0.74,0.551,0.971,0.043,-0.73
-0.223,-0.808,Burkina Faso,0.829,0.401,59.0,7.7,1.4,1537.0,1.812,-0.09,-0.325,-0.577,1.227,-0.927,0.098,-0.354,0.849,0.922,0.124,0.686,-1.87,1.101,-0.357,0.872,0.85,1.311,0.364,0.846,0.036,-0.076,-0.424,-0.818,-1.407,0.761,-0.591,-1.427,-0.632,-0.551,-0.225,-1.424,1.444,-1.744,1.366,1.447,1.128,0.238,-0.253,-0.184,-1.722,-0.064,-0.3,-0.295,-0.332,1.409,0.406,0.06,-1.15,0.182,2.117,-0.245,-0.697,0.679,-0.447,1.263,1.307,0.041,0.726,0.194,0.768,-0.367,-1.4,-0.898,-1.569,3.187,0.107,-1.208,1.485,-1.139,-1.273,-1.038,-0.408
0.714,-0.84,Chad,-2.211,0.396,51.9,7.3,2.3,1991.0,0.708,1.44,-2.499,-2.591,-0.1,0.238,0.308,-0.574,-0.294,0.483,1.954,1.849,-1.162,1.061,1.181,-0.315,0.693,-0.224,2.093,0.514,0.652,-1.685,-0.305,-1.134,-0.442,-1.743,0.358,0.069,0.291,0.51,-2.378,0.179,0.291,0.157,-0.63,-0.661,0.114,-0.841,-3.242,-0.206,-0.72,-0.455,0.46,-0.463,0.325,-0.126,-0.814,0.124,0.324,-1.314,-0.411,-1.518,-0.075,-1.875,0.219,-0.058,-0.572,0.761,1.259,1.027,1.479,-0.635,1.64,-0.02,-0.53,1.344,-0.293,1.635,1.118,1.701,0.136,1.477,-0.711
0.473,-0.599,Niger,0.236,0.353,61.9,5.4,1.7,889.0,-0.562,-0.676,2.291,-0.546,-0.204,0.975,-0.392,0.102,-0.072,0.42,-0.506,-0.176,-0.283,0.532,-0.627,-0.572,0.583,0.86,-1.512,-0.461,-1.631,0.191,1.047,-0.412,0.111,-0.608,-1.197,0.863,-0.364,-0.814,0.193,-1.965,0.032,0.281,0.574,-1.573,-0.793,0.221,0.297,-1.364,0.411,1.016,-0.14,0.313,0.48,0.671,-1.165,0.312,-1.036,0.139,0.146,0.046,0.344,0.522,0.035,-0.475,1.762,-0.121,0.095,-0.216,-1.047,0.137,-0.503,-0.373,0.097,0.701,-0.399,0.902,0.502,1.804,-0.902,-0.622,0.684
-0.073,-2.124,Central African Republic,0.771,0.352,51.5,7.1,4.2,587.0,0.632,1.801,-1.39,0.392,-0.878,0.501,0.269,1.549,-1.518,0.607,-1.059,0.669,-0.301,0.362,0.045,0.333,-0.8,0.08,1.159,0.757,0.48,-0.036,-0.335,-0.739,1.705,1.568,-1.494,-1.695,-0.184,1.501,0.365,-1.481,0.873,1.49,-0.11,-1.053,-0.925,-0.352,-0.002,-0.928,0.41,0.187,0.257,0.574,-1.007,0.746,-1.46,0.858,-0.855,0.498,-1.892,0.749,-1.436,-0.543,-0.723,-0.664,1.484,-0.35,-0.807,0.268,0.317,-0.324,0.534,-1.085,-0.908,-0.913,-1.513,-0.071,1.087,-0.234,-0.262,1.536,-0.735
-0.847,-0.526,DummyCountry1,-1.479,0.418,55.5,9.1,3.5,1098.0,0.973,-0.04,-1.645,-1.479,-0.827,0.19,-0.343,-1.239,-0.357,2.057,1.482,0.098,-1.209,1.761,0.051,0.933,-1.908,1.14,0.973,-1.394,-1.055,0.147,-1.341,-1.627,-1.108,1.448,-2.124,0.82,-2.488,1.353,-0.039,-0.002,0.732,-1.27,-0.184,0.994,-0.45,0.325,0.14,0.81,1.215,0.052,-0.228,1.398,0.168,-0.628,0.188,-1.263,-0.274,0.516,-0.062,1.494,0.55,-0.193,-2.176,-0.241,-0.469,-0.181,-0.058,0.273,0.155,0.502,-1.455,-0.153,-0.422,0.144,-1.305,-0.149,-1.716,-0.371,-0.345,1.299,-0.903
-1.515,-0.759,DummyCountry2,1.144,0.414,59.2,8.8,2.6,1058.0,0.622,-1.431,1.023,0.183,-0.226,1.001,0.622,-1.468,0.89,-1.131,1.963,1.296,0.389,-0.0,-0.502,-0.223,-0.393,-0.387,-0.779,1.054,0.823,-0.522,0.744,2.023,0.976,0.939,0.721,0.817,-0.222,-0.467,-0.655,-0.544,-0.309,1.155,-0.772,0.255,0.074,0.581,0.054,0.231,-0.145,0.78,0.667,1.191,-2.161,-2.053,0.572,-1.911,-1.052,1.065,0.228,0.201,-0.8,-1.34,-0.993,-0.434,-0.503,-0.715,-0.805,-1.204,0.351,-1.622,-0.191,0.417,-0.218,-0.813,1.285,0.481,-0.522,0.612,-0.428,0.614,1.768
-0.447,0.15,DummyCountry3,0.338,0.404,57.1,10.6,3.0,691.0,-1.57,0.128,2.44,-0.015,0.367,-2.703,-0.37,0.165,0.575,0.474,0.004,-0.719,0.251,-1.182,-1.372,1.065,1.002,-1.099,0.203,-1.195,-0.963,3.077,-0.205,1.253,1.399,-0.176,-0.545,0.954,0.969,-0.629,-2.05,1.992,0.405,2.367,1.666,-0.129,1.194,1.209,-1.326,0.102,0.406,-0.375,-1.545,-0.541,0.483,0.361,0.651,-0.567,-0.476,-0.775,-0.086,-0.193,-0.018,-0.852,-0.549,0.554,-1.014,-0.36,1.558,2.057,1.376,-0.113,0.291,0.524,-0.234,0.822,-0.474,1.521,-0.911,0.551,2.003,1.829,0.961
0.856,0.342,DummyCountry4,-0.415,0.401,59.0,7.7,1.4,1537.0,-0.727,-0.681,1.384,0.579,0.914,0.678,0.377,0.051,0.501,-0.926,1.011,0.745,-0.194,0.449,0.323,1.453,1.393,1.421,-0.458,0.286,0.693,1.36,0.031,-0.779,-0.629,0.083,2.927,1.218,-0.631,-2.618,0.374,1.834,-0.035,-0.378,-0.376,-0.509,-1.34,-0.024,0.557,0.306,0.016,1.569,-0.363,-0.102,0.66,0.072,-0.118,1.802,-1.193,-0.533,-0.563,-1.978,-0.035,0.966,-0.247,0.42,-0.63,2.031,0.79,-0.471,-0.221,0.132,0.327,2.17,1.855,0.14,0.022,0.102,1.225,-0.202,-0.44,2.232,-1.862
0.214,1.876,DummyCountry5,0.633,0.396,51.9,7.3,2.3,1991.0,-0.248,0.841,0.564,0.12,-0.803,-0.654,-0.029,0.173,0.05,0.556,1.341,-0.195,-0.756,2.086,-0.061,-0.916,0.711,-0.113,0.186,-0.845,1.106,-1.245,1.608,0.272,-0.278,-0.131,-0.994,2.202,0.053,-1.482,1.455,-0.868,-0.854,-1.291,0.699,0.485,-0.32,1.639,0.632,0.093,-0.987,-0.788,0.297,0.671,0.748,0.556,-1.157,2.022,-1.833,1.896,-0.947,0.026,-0.527,0.033,-1.13,0.592,-1.233,-0.913,0.521,0.656,-0.406,-0.311,0.155,0.464,0.378,-1.125,-2.044,0.144,-0.383,-1.25,-0.808,-0.175,-0.765
-1.246,0.95,DummyCountry6,2.271,0.353,61.9,5.4,1.7,889.0,-0.074,-0.653,0.595,-0.973,1.493,-1.831,1.126,0.244,0.007,-0.919,-0.742,-0.064,1.049,-1.015,0.5,-0.837,0.429,0.222,1.509,0.553,0.861,0.233,-0.021,0.417,-1.036,1.128,-0.921,-0.356,-0.756,-1.339,-0.591,0.557,1.29,-0.407,-1.875,-0.849,0.144,0.908,0.682,1.243,-2.256,0.657,0.534,1.068,-0.395,-0.227,-0.682,1.831,1.018,-0.15,1.131,0.071,-1.024,-0.383,-0.491,1.259,0.429,-0.279,1.236,0.769,0.534,-0.172,0.495,1.15,0.48,0.081,-1.318,0.018,0.845,0.306,-0.763,-0.809,0.242
0.173,-0.577,DummyCountry7,0.182,0.352,51.5,7.1,4.2,587.0,0.621,-0.446,0.853,1.197,-0.271,0.511,-0.051,-0.223,-0.66,-0.417,-0.485,0.092,1.655,-0.361,-0.534,-0.14,0.38,1.235,0.606,-0.034,0.251,-0.608,0.289,1.191,-0.203,-0.876,-0.565,0.11,0.36,0.135,0.44,0.749,0.055,0.014,1.18,0.306,-1.834,-0.707,0.947,0.123,0.431,1.434,1.493,0.939,0.309,-0.43,1.152,-0.193,-1.296,0.2,0.031,0.639,-0.286,-0.116,-1.131,1.863,-1.456,-0.387,-2.02,-0.14,-1.778,-1.585,-1.131,0.066,0.54,-0.849,0.61,1.782,0.536,0.551,1.044,-1.864,0.324
